chapter_no,heading_1,heading_2,heading_3,heading_4,sub_section_no,source_url,zoneomics_url,is_sub_chunk,sub_chunk_no,text
8,Title 8 - ANIMALS,CHAPTER 8.08 - POTENTIALLY DANGEROUS AND VICIOUS ANIMALS,8.08.070 - Confinement/Seizures/Impoundment., ,sub-sec-8.3.7,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT8AN_CH8.08PODAVIAN_8.08.070COSEIM,https://zoneomics.com/code/4773/chapter_8#8.3.7,False,0,"(a) If the Director has probable cause to believe a dog may be designated as ""potentially dangerous"" or ""vicious"" under this Chapter, and the owner is unwilling or unable to correct the situation immediately, and the animal poses an imminent threat to the health or safety of persons or domestic animals, the animal may be seized before a hearing.
Pending the outcome of the hearing or appeal set out in this Chapter or during the period of time the owner requires to comply with any requirements imposed hereunder, the animal shall be kept at an appropriate animal shelter, designated by the City or at the owner's expense.
Notwithstanding, the owner may show at the hearing to the satisfaction of the Director that the animal can be humanely and securely confined at home or with a veterinarian designated by the owner.
(b) Any registered vicious animal shall be immediately impounded by the City Animal Control if:
(1) The animal's registration is not properly maintained;
(2) Inspection by the Director reveals that the animal is not maintained in the required enclosure;
(3) The animal is outside of the dwelling of the owner or the defined enclosure and not under the physical restraint control of a responsible adult; or (4) Even if the owner is in compliance with the regulations for keeping such a dangerous animal, if the animal again attacks, bites, causes injury, or otherwise threatens the safety of a human being or domestic animal then, thereafter, the animal may be impounded and shall be kept at an appropriate facility designated by the City at owner's expense pending the outcome of a hearing and appeal, conducted in accordance with Section 8.08.050 hereof to determine whether the animal is a threat to the public health and safety and must be humanely euthanized or whether the animal can be returned to the owner under certain conditions.
(c) A keeping charge set by Resolution may be assessed against the owner of any animal for each day during which the animal is impounded or held by the Director under the provisions of this Section.
An animal held under the provisions of this Section shall not be released until the owner pays all charges due.
If the owner refuses to pay such charges, the animal shall be treated as unredeemed by the owner, and disposed of.
Disposal of the animal does not release the owner from his/her responsibility to pay the keeping charges.
(89-68
§8)"
8,Title 8 - ANIMALS,CHAPTER 8.08 - POTENTIALLY DANGEROUS AND VICIOUS ANIMALS,8.08.080 - Fees., ,sub-sec-8.3.8,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT8AN_CH8.08PODAVIAN_8.08.080FE,https://zoneomics.com/code/4773/chapter_8#8.3.8,False,0,"The City Council may by resolution determine and set the fees imposed under this Chapter.
(89-68
§9)"
8,Title 8 - ANIMALS,CHAPTER 8.08 - POTENTIALLY DANGEROUS AND VICIOUS ANIMALS,8.08.090 - Penalty for Violations., ,sub-sec-8.3.9,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT8AN_CH8.08PODAVIAN_8.08.090PEVI,https://zoneomics.com/code/4773/chapter_8#8.3.9,False,0,"Any person violating any of the provisions of this Chapter is guilty of a misdemeanor.
(89-68
§10)"
8,Title 8 - ANIMALS,CHAPTER 8.08 - POTENTIALLY DANGEROUS AND VICIOUS ANIMALS,8.08.100 - Repeal., ,sub-sec-8.3.10,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT8AN_CH8.08PODAVIAN_8.08.100RE,https://zoneomics.com/code/4773/chapter_8#8.3.10,False,0,"The provisions of Section 32.0110 are repealed in their entirety.
(89-68
§11)"
8,Title 8 - ANIMALS,CHAPTER 8.12 - COMMERCIAL KENNELS AND CATTERIES,8.12.010 - Definitions., ,sub-sec-8.4.1,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT8AN_CH8.12COKECA_8.12.010DE,https://zoneomics.com/code/4773/chapter_8#8.4.1,False,0,"The following words and phrases shall, for the purposes of this chapter, be defined as follows, unless it is clearly apparent from the context that another meaning is intended.
(a) ""Cat"" means a domestic cat of the species felis domestica, including its young or kittens.
(b) ""Cattery"" means a place where five
(5) or more cats are kept.
The term cattery shall not apply to animal shelters operated by governmental agencies nor shall it apply to veterinary hospitals.
Any cattery shall be in the proper A-1, A-2, DL, or M-1 zone.
In the A-1, DL and M-1 zones, a Location and Development Application involving a public hearing before the County Planning Commission must first be filed and approved by said Commission.
In A-2 zone, the cattery is considered as a permitted use, not requiring the approval of a Location and Development Application.
A cattery is subdefined as follows:
(1) ""Breeding Cattery"" means a cattery in which more than four
(4) cats are kept for the primary purpose of breeding.
(2) ""Boarding Cattery"" means a cattery in which cats owned by persons other than the cattery owner/operator are being care for.
(3) ""Boarding and Breeding Cattery"" means a cattery in which cats are kept for boarding, breeding, marketing or other purposes.
(4) ""Private Cattery"" means a place wherein more than four
(4) but not exceeding five
(5) cats, three
(3) months of age or older, all belonging to the same owner, and kept or maintained as pets within the premises or residence of the owner for his pleasure and enjoyment.
No breeding in which the kittens are intended for sale or other commercial purpose must be done.
(c) ""Kennel"" means a place where five
(5) or more dogs over four
(4) months of age are kept.
The term ""kennel"" shall not apply to animal shelters operated by governmental agencies, non-profit societies for the care of stray dogs or veterinary hospitals.
A kennel is subdefined as follows:
(1) ""Breeding Kennel"" means a kennel in which dogs are kept for the primary purpose of breeding.
(2) ""Boarding Kennel"" means a kennel in which dogs owned by persons other than the kennel owner/operator are being cared for.
(3) ""Boarding and Breeding Kennel"" means a kennel in which dogs are kept for boarding, breeding, training, marketing, or other purposes.
(89-69
§1)"
8,Title 8 - ANIMALS,CHAPTER 8.12 - COMMERCIAL KENNELS AND CATTERIES,8.12.020 - License Requirement., ,sub-sec-8.4.2,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT8AN_CH8.12COKECA_8.12.020LIRE,https://zoneomics.com/code/4773/chapter_8#8.4.2,False,0,"(a) Requirement of a License.
Every person, firm, or corporation engaged in the operation, control, or management of a kennel or cattery as herein defined shall obtain a license from the City Animal Care and Control Services, and shall pay an annual license fee as determined by resolution of the City Council.
(b) Regulation.
All dogs or cats owned by, under the control of, or in possession of a kennel or cattery operator shall be subject to the provisions of this Chapter.
The City Animal Care and Control Services shall have the power, upon the giving of ten
(10) days notice by united States mail or by personal delivery to any licensee under this Section, and an opportunity to be heard, to revoke any license granted to a kennel or cattery operator for violations of this Chapter.
(c) Any person convicted of any crimes against animals within the past ten
(10) years will not be permitted to operate, control or manage a kennel or cattery within the City.
(d) Renewal.
The license must be renewed annually.
(89-69
§2; as amd by 91-98
§2)"
8,Title 8 - ANIMALS,CHAPTER 8.12 - COMMERCIAL KENNELS AND CATTERIES,8.12.030 - General Standards., ,sub-sec-8.4.3,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT8AN_CH8.12COKECA_8.12.030GEST,https://zoneomics.com/code/4773/chapter_8#8.4.3,False,0,"The following general standards shall apply to facilities under this Chapter:
(a) Housing.
The facilities shall be structurally sound and maintained in good repair to prevent injury to animals, to contain the animals, and to restrict the entrance of other animals.
(b) Water and Electric Power.
Reliable and adequate potable water shall be available.
(c) Isolation.
Facilities for isolating animals under quarantine or treatment for disease shall be in a room that is separated from healthy animals.
(d) Storage.
Facilities shall be provided for the storage of food and bedding in covered containers, protected against infestation or contamination by vermin.
Refrigeration shall be provided for perishable items of the diet normally requiring refrigeration.
(e) Waste Disposal.
Provisions shall be made for the removal and disposal of excretion, bedding, dead animals, and debris.
Disposal facilities shall be so constructed and operated as to minimize vermin infestation, offensive odors, and disease hazards.
(f) Washrooms and Sinks.
Facilities such as washrooms, basins, sinks, and showers shall be provided to maintain cleanliness of personnel.
(g) Heating.
Facilities shall be heated when necessary to protect the animals from cold and to provide for their health and comfort.
(h) Ventilation.
Facilities shall be adequately ventilated to provide for the health and comfort of the animals at all times.
All rooms shall be provided with fresh air by air conditioning.
They shall be ventilated so as to minimize drafts, offensive odors, and moisture condensation.
(i) Lighting.
Facilities shall have ample light by natural or artificial means, or both, of good quality and well distributed during a minimum of eight
(8) hours in each twenty-four
(24) hour period.
Animal enclosures shall be placed as to prevent discomfort to animals.
(j) Interior Surfaces.
The interior building surfaces shall be constructed and maintained so that they are impervious to moisture and may be readily sanitized.
(k) Drainage.
A suitable method shall be provided to rapidly eliminate excess water.
Rooms shall be provided with drains and sloped for adequate flushing.
If closed drainage systems are used, they shall be equipped with traps.
(l) Daily Needs.
The needs of dogs and cats shall be attended to daily at least once.
(m) Identification.
The facility operator or his or her designee shall be able to identify each animal, except for kittens and dogs under four
(4) months of age which may be identified by litter.
(89-69
§3)"
8,Title 8 - ANIMALS,CHAPTER 8.12 - COMMERCIAL KENNELS AND CATTERIES,8.12.040 - Kennels., ,sub-sec-8.4.4,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT8AN_CH8.12COKECA_8.12.040KE,https://zoneomics.com/code/4773/chapter_8#8.4.4,False,0,"(a) Construction.
(1) All kennels must be constructed to keep animals dry and clean.
Runs shall be constructed of concrete or other suitable non-porous material.
The floors shall slope one quarter inch (¼″) per foot to a drain or to a drain way.
All such drains shall be properly plumbed, trapped and vented and shall be connected to an approved underground disposal system which shall consist of a septic tank and seepage pit or leaching line as required by the Health Department.
Adequate ventilation must be provided for kennels.
(2) Kennels shall not be constructed closer than three hundred feet (300′) away from any structure on adjacent property used for human habitation nor closer than forty feet (40′) to any dwelling on the premises, except that of the owner/operator's home.
(3) Provisions shall be made in boarding and breeding kennels for the separation of kennel owned dogs from those owned by other persons.
(4) A perimeter fence six feet (6′) high made of chain link or other suitable sturdy fencing is required around the kennel.
(5) Runs of chain link or block walls are required.
(6) Access to clean food and water is available.
(7) Floors shall be constructed to prevent injuries to animals; wire and mesh which allow animals' feet to pass through shall not be used.
(8) If dogs are housed in rooms, pens, or runs, a minimum of eight
(8) square feet of floor space shall be provided for each dog measuring two feet (2′) or less in length; a minimum of twelve
(12) square feet of floor space for each dog measuring more than two feet (2′) in length.
No more than five
(5) dogs may be housed in one
(1) pen or run.
(9) A dog shall not be housed in a cage unless the interior height of such cage is six inches (6″) or more in excess of the height of the dog as measured from the floor to the apex of its shoulders while in a standing position, and the width and depth are six inches (6″) or more in excess of the length of the dog as measured from the end of its nose to the base of its tail.
No more than one
(1) dog or five
(5) puppies shall be housed in any one
(1) cage.
(b) Operation.
(1) All dogs eight
(8) weeks of age must receive a series of puppy vaccinations as directed by the local veterinarian.
All adult dogs must receive all annual boosters required for prevention of contagious disease.
(2) All dogs four
(4) months of age or older shall be currently vaccinated against rabies with chick embryo modified live virus rabies vaccine.
State requires that a licensed veterinarian give all rabies vaccinations.
(3) All dogs shall be individually vaccinated and have a current City dog license attached to their collar.
(4) Records of all dogs and their vaccinations must be kept and made available to the Animal Care and Control Services upon request.
(5) All kennels, runs, buildings and other equipment and facilities used for the care of dogs shall be cleaned daily and shall be disinfected as necessary to prevent the spread of disease.
Boarding kennels shall disinfect all facilities used in the care of dogs between each separate usage.
(6) All droppings shall be removed from the kennel daily.
Soiled papers and bedding materials shall be removed from the kennel as frequently as necessary to maintain the kennel in a clean, sanitary manner.
All such waste material shall be disposed of in a manner satisfactory to the Animal Care and Control Services.
(7) When any dog is sold, the purchaser shall be provided with a copy of the ""Certificate of Vaccination"" issued by the veterinarian and shall be advised to secure a dog license or have the license transferred to their name within thirty
(30) days from the date of purchase.
(8) Dead animals shall be disposed of under San Bernardino Code Section 32.015, as adopted by reference.
(89-69
§4)"
8,Title 8 - ANIMALS,CHAPTER 8.12 - COMMERCIAL KENNELS AND CATTERIES,8.12.050 - Catteries., ,sub-sec-8.4.5,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT8AN_CH8.12COKECA_8.12.050CA,https://zoneomics.com/code/4773/chapter_8#8.4.5,False,0,"(a) Construction and Maintenance.
(1) Enclosures shall be constructed and maintained so as to provide sufficient space for the animal to make normal postural adjustments with adequate freedom of movements and to remain dry and clean.
Interior height of cages shall be at least two feet (2′) and a minimum of three
(3) square feet of floor space shall be provided for each adult cat.
No more than two
(2) adult cats shall be housed in any cage.
If cats are housed in pens or runs, a minimum of three
(3) square feet shall be provided for each cat.
The maximum cats housed in a pen shall not exceed five (5).
(2) All cats shall be confined and not allowed to run at large.
(3) Adequate housing shall be provided for the protection of cats from the elements.
(4) The building within which cats are to be housed shall be provided with adequate ventilation and lights, and shall be constructed so as to be easily kept clean and sanitary at all times.
Adequate ventilation shall be that which minimizes drafts, avoids offensive odors, and prevents moisture condensation.
Cat odors shall not be allowed to persist inside the building.
(5) Adequate heating shall be provided for in the winter.
(6) Cat cages shall be within an enclosed building and shall be of suitable construction, e.g., fiberglass or stainless steel or other material that will prevent the escape of the animal through destruction of material of which the cage is made of, and at the same time permits easy cleaning.
The minimum floor space of each cage shall be three
(3) square feet for each adult cat.
Each cage shall be at least two feet (2′) in height.
No more than two
(2) adult cats used for breeding shall be placed inside each cage.
(7) Inside runs shall be so constructed that a minimum space of three
(3) square feet is provided per cat, and that the maximum number of cats to be housed in each pen shall not exceed five (5).
Wire netting used between pens shall be such that the cats cannot put their feet through the wire netting spaces.
If dividers are of solid construction, this shall be of uniform material and make.
Enclosures shall be constructed so as to enable the animals to remain dry and clean.
(8) Each pen shall be provided with a cat scratching post.
(9) Cat resting or sleeping shelves shall be provided and shall be of uniform and approved construction.
(10) All cats shall be provided with sufficient clean litter to contain excreta and these shall be disposed of daily in a manner approved by the Health Officer.
Adequate provision shall be made for the disposal of dead animals which shall be satisfactory to the Health Officer.
(11) Boarded cats shall be caged or penned individually and separated by a floor to ceiling solid partition, unless they belong to the same owner, in which case they may stay together provided there is adequate space.
(b) Operation.
(1) The operator of every cattery shall be responsible to take the appropriate preventive measures to preclude outbreaks of infectious and contagious diseases, as well as external parasites, among the cats.
(2) Adequate disinfection shall be provided.
Beddings shall be cleaned and laundered at the end of each boarding period prior to use by another cat.
(3) Provisions shall be made for convenient access to clean food and water.
Food and water containers shall be kept clean and sanitary.
Animal feed shall be properly stored and protected from contamination and vermin infestation.
(4) All cats are required to have annual vaccinations against all infectious diseases, including rabies.
Kittens must have a series of vaccinations.
Proof of vaccinations must be made available upon request of the Animal Control Officer.
(89-69
§5)"
8,Title 8 - ANIMALS,CHAPTER 8.12 - COMMERCIAL KENNELS AND CATTERIES,8.12.060 - License Fees., ,sub-sec-8.4.6,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT8AN_CH8.12COKECA_8.12.060LIFE,https://zoneomics.com/code/4773/chapter_8#8.4.6,False,0,"The license fees for kennels and catteries shall be determined by the City Council by Resolution.
(89-69
§6)"
8,Title 8 - ANIMALS,CHAPTER 8.12 - COMMERCIAL KENNELS AND CATTERIES,8.12.070 - Effective Date., ,sub-sec-8.4.7,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT8AN_CH8.12COKECA_8.12.070EFDA,https://zoneomics.com/code/4773/chapter_8#8.4.7,False,0,"This
Chapter shall be effective thirty
(30) days from the date of the adoption of the ordinance codified in this Chapter.
For kennels or catteries already licensed, these requirements will be effective upon the renewal date of the license; provided, however, that the operator may be granted a reasonable time by the Community Development Director to meet additional requirements imposed by this Chapter.
This
Chapter shall apply to all new applications or to requests for expansions or additions.
(89-69
§7)"
8,Title 8 - ANIMALS,CHAPTER 8.12 - COMMERCIAL KENNELS AND CATTERIES,8.12.080 - Repeal., ,sub-sec-8.4.8,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT8AN_CH8.12COKECA_8.12.080RE,https://zoneomics.com/code/4773/chapter_8#8.4.8,False,0,"The provisions of San Bernardino County Code Sections 32.031-32.036 and
32.121-32.127 are hereby repealed in their entirety.
(89-69
§8)"
8,Title 8 - ANIMALS,CHAPTER 8.16 - HORSES,8.16.010 - Amendment to County Regulations., ,sub-sec-8.5.1,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT8AN_CH8.16HO_8.16.010AMCORE,https://zoneomics.com/code/4773/chapter_8#8.5.1,False,0,"The following paragraphs are added to the San Bernardino County Development Code, Division 3;
Section 83.0250(c)(2), Horse Raising; to read as follows:
(A) EXCEPTION:
(1) EQUESTRIAN AREAS; A greater number of horses may be kept on a property under the following circumstances:
Not more than four
(4) horses per acre or, fraction thereof (i.e., one horse per quarter acre), with no upward limit, may be kept on any lot or parcel of land when the property in question has been designated an equestrian area as approved by the City Council by Resolution.
In considering adoption of such a Resolution, the Planning Commission and City Council shall hold a public hearing, notice of which is given pursuant to Section 65090 of the State Government Code.
The City may impose a fee for the processing of requests to have property designated an equestrian area; said procedure to be the same as that for a Special Use Permit; however, in the case that a petition for including an area in said ""equestrian area"" is signed by at least five contiguous property owners, no application fee will be required.
Notwithstanding the foregoing, if an excess of ten
(10) horses is requested or kept, a Site Development Plan shall also be required prior to the establishment of the additional horses.
EXCEPTION (2) NON-EQUESTRIAN AREAS; No horses may be kept in any area designated as a ""non equestrian area"" and any property containing legally existing horses in said area shall have a legal nonconforming status when the property in question has been designated a non-equestrian area by City Council Resolution.
In considering adoption of such a Resolution, the Planning Commission and City Council shall hold a public hearing, notice of which is given pursuant to Section 65090 of the State Government Code.
The City may impose a fee for the processing of requests to have property designated a non equestrian area; said procedure to be the same as that for a Special Use Permit; however, in the case that a petition for including an area in said ""non equestrian area"" is signed by at least five contiguous property owners, no application fee will be required.
(B) SPECIAL PROVISIONS Wherever the keeping of horses is legally permitted, including legal nonconforming situations, the following Special Provisions apply:
(a) The permitted number of horses shall not include horses less than twelve
(12) months old;
(b) All facilities housing or boarding horses shall at all times during daylight hours provide a shaded area or areas accessible to all of the horses kept on the property.
Shaded areas shall be under a constructed shelter that has been inspected and approved by the Animal Control Officer or be under the shade of mature trees or other sun screening feature as may be approved by the Animal Control Officer.
Such facilities shall meet all requirements of State and Local laws; and (c) Any property that contains, boards or houses a horse or horses that no longer comply with the numerical conditions of this Chapter after the designation of an equestrian or non-equestrian area shall enjoy the rights of a legal nonconforming use provided that the horse or horses were legally established pursuant to the Code in effect at the time they were established on the lot in question.
However, all existing property that boards a horse or horses shall comply with the provisions of paragraph (b) within one-hundred and eighty (180) days of the date of adoption of the Ordinance codified in this Chapter.
(92-100
§2)"
9,Title 10 - ENVIRONMENTAL PROTECTION,CHAPTER 10.01 - HAZARDOUS WASTE FACILITY SITING,10.01.010 - Purpose and Policies., ,sub-sec-9.1.1,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT10ENPR_CH10.01HAWAFASI_10.01.010PUPO,https://zoneomics.com/code/4773/chapter_9#9.1.1,False,0,"The purpose of this Chapter is to establish uniform standards in order to control the location, design, and maintenance of hazardous waste facilities and to protect the health, quality of life, and the environment of the residents of the City.
(a) The City prioritizes hazardous waste management strategies as follows: source reduction (top priority), on-site recycling, off-site recycling, on-site treatment, off-site treatment, and disposal (last priority).
(b) The City will place public participation as a top priority throughout the process of siting hazardous waste facility projects.
(c) The City will cooperate fully with other local, State and Federal agencies to efficiently regulate the management of hazardous materials and hazardous waste.
(d) Transportation of hazardous waste will be minimized, and regulated where possible, to avoid environmentally sensitive areas and populated, congested, and dangerous routes, especially within the City.
(e) The regulations governing the discharge of hazardous waste into sanitation systems will be strictly enforced.
(f) The City recognizes that household hazardous wastes are a problem, and will work with San Bernardino County to ensure that household hazardous wastes are properly managed and not deposited in County landfills.
The City of Twentynine Palms General Plan, when such Plan is prepared, shall address types and quantities of household hazardous waste generated in the City, options and strategies for managing these wastes, and a program for educating the residents of the City as to identification and proper management of household hazardous waste.
(90-88
§ A)"
9,Title 10 - ENVIRONMENTAL PROTECTION,CHAPTER 10.01 - HAZARDOUS WASTE FACILITY SITING,10.01.020 - Definitions., ,sub-sec-9.1.2,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT10ENPR_CH10.01HAWAFASI_10.01.020DE,https://zoneomics.com/code/4773/chapter_9#9.1.2,False,0,"The following words and phrases shall, for the purpose of this Chapter, be defined as follows, unless it is clearly apparent from the context that another meaning is intended.
(a) ""Hazardous waste"" is defined pursuant to Health & Safety Code Section 25117.
(b) ""Hazardous waste facility"" or ""facility"" is defined pursuant to Health & Safety Code Section 25117.1.
(c) ""Hazardous waste facility project"" is defined pursuant to Health & Safety Code Section 25199.1(b).
(d) ""Land use decision"" is defined pursuant to Health & Safety Code Section 25199.1(e).
(e) ""Specified hazardous waste facility project"" is defined pursuant to Health & Safety Code Section 25199.1(n).
(90-88
§ B)"
9,Title 10 - ENVIRONMENTAL PROTECTION,CHAPTER 10.01 - HAZARDOUS WASTE FACILITY SITING,10.01.030 - Procedures., ,sub-sec-9.1.3,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT10ENPR_CH10.01HAWAFASI_10.01.030PR,https://zoneomics.com/code/4773/chapter_9#9.1.3,False,0,"The following procedures shall apply to all applications for a land use decision regarding hazardous waste facility projects:
(a) Modification of Zoning Codes to Regulate Hazardous Waste facilities.
(1) All hazardous waste facility projects require a Special Use Permit pursuant to the requirements of this Chapter and
Chapter 17.24. The local permitting process is intended to assure adequate protection of public health and the environment without imposing undue restrictions on projects.
(2) All hazardous waste facility projects must meet the criteria listed herein unless the City Counsel determines that one or more criteria should be relaxed to meet an overriding public need.
(3) Specified hazardous waste facility projects shall be sited only in industrial general zones.
Hazardous waste facility projects other than specified hazardous waste facility projects shall be sited in the following zoning designations: treatment facilities in industrial or commercial zones only, storage facilities in nonresidential zones only, and disposal facilities in industrial zones only.
(b) Applications.
All applications for land use decisions shall be filed with the Director of Community Development, accompanied by the appropriate fees.
A copy of all applications shall also be filed with the Twentynine Palms Water District.
(c) Specified Hazardous Waste Facility Projects.
All applications for specified hazardous waste facility projects must follow the procedures set forth in Health & Safety Code Sections 25199 et seq., Public Resources Code Sections 21000—21177, and Government Code Sections 65920 et seq.
(1) The person, or entity, preparing the documents required by the California Environmental Quality Act shall not be the same person, or entity, which acts as a consultant to the Local Assessment Committee.
(2) All applications for a specified hazardous waste facility project shall contain a proposed public education/participation program to be employed during the local land use decision making process.
Such plan shall be mutually agreeable to the project proponent and the Director of Community Development.
(3) The Local Assessment Committee, as a unit, shall provide comments on the draft environmental impact report or proposed negative declaration, as appropriate.
(d) Hazardous Waste Facility Projects.
All applications for hazardous waste facility projects which are not specified hazardous waste facility projects shall follow the following procedures in addition to, and consistent with, Public Resources Sections 21000—21177 and Government Code (i)
Sections 65920
(1) The Director of Community Development shall have thirty
(30) working days to make a determination that an application is incomplete for filing purposes, and shall so notify applicant.
(2) Within ninety
(90) days after the application is deemed complete, the Planning Commission shall hold a hearing on the application for a hazardous waste facility project.
(3) At the request of the applicant the Director of Community Development shall within ninety
(90) calendar days after the application has been deemed complete, issue an initial written determination on whether the project is consistent with the General Plan, applicable zoning ordinances, and has met the environmental guidelines of the City for implementing the California Environmental Quality Act (""CEQA"").
This determination will not prohibit the City from making a different determination when the final decision is made if such decision is based on information which was not considered when the initial determination was made.
(4) In addition to (2) above, a public hearing upon the application shall be set before the Planning Commission when:
(A) The Director of Community Development has determined that the application complies with all regulation requirements;
(B) All procedures required by the City with regard to the California Environmental Quality Act have been met; and (C) All necessary State and Federal permits regulating the facility have been obtained.
(5) No later than one month prior to a public hearing scheduled either by the City or the Governor's Office of Permit Assistance, the applicant shall provide three
(3) sets of mailing labels indicating all owners of record as shown on the latest County Equalized Assessment Roll that lie within a two thousand foot (2,000′) radius of the boundary or land owned by the project applicant and three
(3) sets of mailing labels indicating all residents, tenants, and businesses within a two thousand foot (2,000′) radius of the boundary or land owned by the project applicant.
(99-88
§ C)"
9,Title 10 - ENVIRONMENTAL PROTECTION,CHAPTER 10.01 - HAZARDOUS WASTE FACILITY SITING,10.01.040 - Contents of Application., ,sub-sec-9.1.4,https://library.municode.com/ca/twentynine_palms/codes/code_of_ordinances?nodeId=CD_ORD_TIT10ENPR_CH10.01HAWAFASI_10.01.040COAP,https://zoneomics.com/code/4773/chapter_9#9.1.4,False,0,"Every application for a hazardous waste facility project shall be made in writing to the Director of Community Development on the forms provided by the Community Development Department and accompanied by a filing fee.
An application shall include, but is not limited to, the following information:
(a) Name and address of the applicant.
(b) Evidence that the applicant is the owner of the premises involved or that it has written permission of the owner to make such application.
(c) A site development plan drawn in sufficient detail to clearly describe the following:
(1) Physical dimensions of the property and structures;
(2) Location of existing and proposed structures;
(3) Setbacks and landscaping;
(4) Methods of circulation and parking;
(5) Drainage patterns;
(6) Ingress and egress;
(7) Storage and processing areas;
(8) Utilization of property under the requested land use permit;
(9) Distance from the project property line to the nearest adjacent structure, and a description and location of such structure;
(10) Proximity of the project to the one-hundred year flood prone areas;
(11) Proximity of the project to any known earthquake fault zones;
(12) Relationship of the proposed project to all above ground water supplies and all known underground aquifers that might be threatened with contamination;
(13) Topographic description of the property and surrounding area;
(14) A preliminary geological study of the property and surrounding area which comprehends as deep of a soils analysis as there are known aquifers, regardless of the potability of those aquifers;
(15) Existing and proposed utilities which service or will be required to service the facility; and
(16) A vicinity map which indicates, at a minimum, proximity of the project to schools, parks and other community facilities within the City.
Sufficiency as to the depth and detail to which the facility applicant must address the above elements of the application shall be determined by the Director of Community Development.
(d) Identification of all waste water, treated and untreated, generated by the proposed facility and the method and place of final discharge.
(e) An analysis of visual, noise, and olfactory impacts associated with the project and recommended mitigation measures.
(f) An analysis of all anticipated air quality impacts associated with the project and proposed mitigation measures to ensure no degradation of air quality in the area.
(g) Identification of any rare or endangered species of plant or animals within the project site and recommended impact mitigation measures.
(h) Identification of the amounts (in tons), sources, and types of hazardous wastes to be treated, stored, or disposed of at the proposed facility; the ultimate disposition of the wastes, and anticipated life of the facility.
This information shall be based on an actual survey of the industries to be served and, thereby, be representative of the wastes that will be processed at the facility.
(i) A risk assessment which analyzes, in detail, all probabilities of accidents or spills at the site, transportation related accidents from the point of origin to the facility, and any other probabilities requested by either the Director of Community Development, the Planning Commission or the City Council.
Such analyses shall identify mitigation measures to reduce the identified risks.
The risk assessment shall identify the most probable routes for transporting hazardous wastes to the facility.
(j) A plan that identifies an ongoing monitoring program of air, soil, and groundwater.
This plan shall include any monitoring requirements imposed by other appropriate permitting agencies such as, but not limited to, the Air Pollution Control District, Regional Water Quality Control Board and Department of Health Services.
(k) All applications shall contain a designation of at least two
(2) reasonable alternative sites which shall be reviewed pursuant to the California Environmental Quality Act.
(l) All applications shall be accompanied by a Negative Declaration or a draft Environmental Impact Report pursuant to the California Environmental Quality Act prepared by a qualified environmental consulting firm.
(m) An emergency response plan that indicates at a minimum:
(1) That the proposed plan is consistent with any and all applicable County and regional emergency response plans and all City, County, State and Federal regulatory requirements regarding emergency response procedure;
(2) Detailed procedures to be employed at the time of emergency for each and every type of chemical substance and emergency, including contingency procedures;
(3) Anticipated impacts on local fire, police, and medical services; and
(4) Names, home and business addresses, and home and business telephone numbers of all management personnel at the facility, if known, and a detailed description of uncontrolled release and emergency situation reporting procedures.
An application shall not be declared complete until such emergency response plan is approved by the Director of Community Development, as prescribed in Section 10.01.070(d).
(90-88
§ D)"
