chapter_no,heading_1,heading_2,heading_3,heading_4,heading_5,sub_section_no,source_url,zoneomics_url,is_sub_chunk,sub_chunk_no,text
4,SUBTITLE D RESIDENTIAL HOUSE (R) ZONES,CHAPTER 52 RELIEF FROM REQUIRED DEVELOPMENT STANDARDS FOR R ZONES,"5201  SPECIAL EXCEPTION RELIEF FROM CERTAIN REQUIRED
 DEVELOPMENT STANDARDS",5201.1, ,sub-sec-4.16.2.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=2067#secid-2521,https://zoneomics.com/code/191/chapter_4#4.16.2.1,False,0,"5201.1 For an addition to a principal residential building with one
(1) principal dwelling unit on a non-alley lot or for a new principal residential building on a substandard non‑alley record lot as described by Subtitle C
§ 301.1, the Board of Zoning Adjustment may grant relief from the following development standards of this subtitle as a special exception, subject to the provisions of this section and the general special exception criteria at Subtitle X, Chapter 9:
(a) Lot occupancy subject to the following table:
| TABLE D § 5201.1(a): MAXIMUM PERMITTED LOT OCCUPANCY BY SPECIAL EXCEPTION | | |
| --- | --- | --- |
| Zone | Type of Structure | Maximum Lot Occupancy |
| All R-3 zones except R-3/GT | All Structures | 70% |
| R-3/GT | Row |
| R-3/GT | Detached  Semi-Detached | 50% |
| All other R zones | All  Structures | (b) Yards, including alley centerline setback; and (c) Pervious surface."
4,SUBTITLE D RESIDENTIAL HOUSE (R) ZONES,CHAPTER 52 RELIEF FROM REQUIRED DEVELOPMENT STANDARDS FOR R ZONES,"5201  SPECIAL EXCEPTION RELIEF FROM CERTAIN REQUIRED
 DEVELOPMENT STANDARDS",5201.2, ,sub-sec-4.16.2.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=2067#secid-2522,https://zoneomics.com/code/191/chapter_4#4.16.2.2,False,0,"5201.2 For a new or enlarged accessory structure to a residential building with only one
(1) principal dwelling unit on a non-alley lot, the Board of Zoning Adjustment may grant relief from the following development standards as a special exception, subject to the provisions of this section and the general special exception criteria at Subtitle X, Chapter 9:
(a) Lot occupancy as limited in Table D
§ 5201.1(a);
(b) Maximum building area of an accessory building;
(c) Yards, including alley centerline setback; and (d) Pervious surface."
4,SUBTITLE D RESIDENTIAL HOUSE (R) ZONES,CHAPTER 52 RELIEF FROM REQUIRED DEVELOPMENT STANDARDS FOR R ZONES,"5201  SPECIAL EXCEPTION RELIEF FROM CERTAIN REQUIRED
 DEVELOPMENT STANDARDS",5201.3, ,sub-sec-4.16.2.3,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=2067#secid-9109,https://zoneomics.com/code/191/chapter_4#4.16.2.3,False,0,"5201.3 For a new or enlarged principal building on an Alley Record Lot, the Board of Zoning Adjustment may grant relief from the following development standards as a special exception, subject to the provisions of this section and the general special exception criteria at Subtitle X, Chapter 9:
(a) Yards, including alley centerline setback; and (b) Pervious surface."
4,SUBTITLE D RESIDENTIAL HOUSE (R) ZONES,CHAPTER 52 RELIEF FROM REQUIRED DEVELOPMENT STANDARDS FOR R ZONES,"5201  SPECIAL EXCEPTION RELIEF FROM CERTAIN REQUIRED
 DEVELOPMENT STANDARDS",5201.4, ,sub-sec-4.16.2.4,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=2067#secid-2523,https://zoneomics.com/code/191/chapter_4#4.16.2.4,False,0,"5201.4 An application for special exception relief under this section shall demonstrate that the proposed addition, new principal building, or accessory structure shall not have a substantially adverse effect on the use or enjoyment of any abutting or adjacent dwelling or property, specifically:
(a) The light and air available to neighboring properties shall not be unduly affected;
(b) The privacy of use and enjoyment of neighboring properties shall not be unduly compromised;
(c) The proposed addition or accessory structure, together with the original building, or the new principal building, as viewed from the street, alley, and other public way, shall not substantially visually intrude upon the character, scale, and pattern of houses along the street or alley frontage; and (d) In demonstrating compliance with paragraphs (a), (b), and (c) of this subsection, the applicant shall use graphical representations such as plans, photographs, or elevation and section drawings sufficient to represent the relationship of the proposed addition, new building, or accessory structure to adjacent buildings and views from public ways."
4,SUBTITLE D RESIDENTIAL HOUSE (R) ZONES,CHAPTER 52 RELIEF FROM REQUIRED DEVELOPMENT STANDARDS FOR R ZONES,"5201  SPECIAL EXCEPTION RELIEF FROM CERTAIN REQUIRED
 DEVELOPMENT STANDARDS",5201.5, ,sub-sec-4.16.2.5,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=2067#secid-2524,https://zoneomics.com/code/191/chapter_4#4.16.2.5,False,0,"5201.5 The Board of Zoning Adjustment may require special treatment in the way of design, screening, exterior or interior lighting, building materials, or other features for the protection of adjacent and nearby properties."
4,SUBTITLE D RESIDENTIAL HOUSE (R) ZONES,CHAPTER 52 RELIEF FROM REQUIRED DEVELOPMENT STANDARDS FOR R ZONES,"5201  SPECIAL EXCEPTION RELIEF FROM CERTAIN REQUIRED
 DEVELOPMENT STANDARDS",5201.6, ,sub-sec-4.16.2.6,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=2067#secid-2525,https://zoneomics.com/code/191/chapter_4#4.16.2.6,False,0,"5201.6 This section shall not be used to permit the introduction or expansion of a nonconforming use, lot occupancy beyond what is authorized in this section, height, or number of stories as a special exception."
4,SUBTITLE D RESIDENTIAL HOUSE (R) ZONES,CHAPTER 52 RELIEF FROM REQUIRED DEVELOPMENT STANDARDS FOR R ZONES,"5201  SPECIAL EXCEPTION RELIEF FROM CERTAIN REQUIRED
 DEVELOPMENT STANDARDS",5201.7, ,sub-sec-4.16.2.7,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=2067#secid-2526,https://zoneomics.com/code/191/chapter_4#4.16.2.7,False,0,"5201.7 Where an application requests relief from the alley centerline setback requirements under this section, the Office of Zoning shall refer the application to the following agencies for their review and recommendations, to be filed in the case record within the forty-
(40) day period established by Subtitle A
§ 211:
(a) District Department of Transportation (DDOT);
(a) Department of Public Works (DPW);
(b) Metropolitan Police Department (MPD);
(c) Fire and Emergency Medical Services Department (FEMS);
(d) DC Water (WASA); and (e) If a historic district or historic landmark is involved, the Historic Preservation Office (HPO)."
4,SUBTITLE D RESIDENTIAL HOUSE (R) ZONES,CHAPTER 52 RELIEF FROM REQUIRED DEVELOPMENT STANDARDS FOR R ZONES,5202  SPECIAL EXCEPTION CRITERIA FOR TREE PROTECTION,5202.1, ,sub-sec-4.16.3.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=2067#secid-2528,https://zoneomics.com/code/191/chapter_4#4.16.3.1,False,0,"5202.1 Relief from the tree and slope protection requirements of Subtitle C, Chapter 4 may be permitted if approved by the Board of Zoning Adjustment as a special exception pursuant to Subtitle X, Chapter 9, and subject to the following requirements:
(a) Tree removal, grading, and topographical change shall be limited to the maximum extent possible, consistent with construction of a building permitted by the standards of this section;
(b) The applicant shall demonstrate that there are specific physical characteristics of the lot that justify the exception;
(c) The building and overall site plat of the lot for which the special exception is sought shall be generally consistent with the purpose of the R-1A/CBUT, R-1A/FH, R-1A/TS, R‑1A/TS/NO, R-1B/FH, R-1B/TS, and R-2/FH zones and will not adversely affect neighboring property; and (d) The Board of Zoning Adjustment may impose requirements as to design, appearance, tree protection practices during construction, buffering, and other requirements as it deems necessary to achieve the purposes of this section and may vary side and rear yard requirements in order to achieve the purposes of this section."
4,SUBTITLE D RESIDENTIAL HOUSE (R) ZONES,CHAPTER 52 RELIEF FROM REQUIRED DEVELOPMENT STANDARDS FOR R ZONES,5202  SPECIAL EXCEPTION CRITERIA FOR TREE PROTECTION,5202.2, ,sub-sec-4.16.3.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=2067#secid-2529,https://zoneomics.com/code/191/chapter_4#4.16.3.2,False,0,"5202.2 Before taking action on an application, the Board of Zoning Adjustment shall submit the application to the following agencies for review and written reports:
(a) Office of Planning;
(b) District Department of Transportation, Urban Forestry Division;
(c) Department of Parks and Recreation;
(d) Department of Energy and Environment, Watershed Protection Division, Technical Services Branch; and (e) National Park Service, U.S. Department of the Interior."
4,SUBTITLE D RESIDENTIAL HOUSE (R) ZONES,CHAPTER 52 RELIEF FROM REQUIRED DEVELOPMENT STANDARDS FOR R ZONES,5202  SPECIAL EXCEPTION CRITERIA FOR TREE PROTECTION,5202.3, ,sub-sec-4.16.3.3,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=2067#secid-2530,https://zoneomics.com/code/191/chapter_4#4.16.3.3,False,0,"5202.3 An applicant for a special exception shall submit at least the following materials:
(a) A site plan for development, including computation and illustration of total lot occupancy and impervious surface ratio, and regulated trees proposed to be removed; and (b) A plan and statement indicating how trees to be preserved on the lot will be protected during the construction period, including reference to proposed procedures to guard against long-term damage by such factors as soil compaction."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 1 INTRODUCTION TO RESIDENTIAL FLAT (RF) ZONES,100  GENERAL PROVISIONS,100.1, ,sub-sec-5.1.1.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7315,https://zoneomics.com/code/191/chapter_5#5.1.1.1,False,0,"100.1 Subtitle E is to be read and applied in addition to the regulations included in:
(a) Subtitle A, Authority and Applicability;
(b) Subtitle B, Definitions, Rules of Measurement, and Use Categories;
(c) Subtitle C, General Rules; and (d) Subtitle U, Use Permissions."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 1 INTRODUCTION TO RESIDENTIAL FLAT (RF) ZONES,100  GENERAL PROVISIONS,100.2, ,sub-sec-5.1.1.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7316,https://zoneomics.com/code/191/chapter_5#5.1.1.2,False,0,100.2 Geographically modified zones are indicated by letters following the base zone name such as RF-1/DC or RF-1/CAP.
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 1 INTRODUCTION TO RESIDENTIAL FLAT (RF) ZONES,100  GENERAL PROVISIONS,100.3, ,sub-sec-5.1.1.3,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7317,https://zoneomics.com/code/191/chapter_5#5.1.1.3,False,0,"100.3 For those geographically modified zones, the zone boundaries are described in Subtitle W, Specific Zone Boundaries, and identified on the official Zoning Map."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 1 INTRODUCTION TO RESIDENTIAL FLAT (RF) ZONES,100  GENERAL PROVISIONS,100.4, ,sub-sec-5.1.1.4,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7318,https://zoneomics.com/code/191/chapter_5#5.1.1.4,False,0,"100.4 The RF zones shall be distinguished by a maximum number of principal dwelling units per lot of either two (2), three (3), or four
(4) units."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 1 INTRODUCTION TO RESIDENTIAL FLAT (RF) ZONES,100  GENERAL PROVISIONS,100.5, ,sub-sec-5.1.1.5,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7319,https://zoneomics.com/code/191/chapter_5#5.1.1.5,False,0,"100.5 For those zones with geographic identification, the boundaries are cited in Subtitle W and identified on the official Zoning Map.
When there is a conflict between the official Zoning Map and the boundaries described in Subtitle W, the Office of Zoning shall determine the correct boundaries through a zoning certification."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 1 INTRODUCTION TO RESIDENTIAL FLAT (RF) ZONES,101  PURPOSE AND INTENT,101.1, ,sub-sec-5.1.2.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7320,https://zoneomics.com/code/191/chapter_5#5.1.2.1,False,0,"101.1 The Residential Flat (RF) zones are residential zones, which provide for areas developed primarily with residential row buildings, but within which there have been limited conversions of dwellings or other buildings into more than two
(2) principal dwelling units."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 1 INTRODUCTION TO RESIDENTIAL FLAT (RF) ZONES,101  PURPOSE AND INTENT,101.2, ,sub-sec-5.1.2.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7321,https://zoneomics.com/code/191/chapter_5#5.1.2.2,False,0,"101.2 The RF zones are intended to:
(a) Recognize and reinforce the importance of neighborhood character, walkable neighborhoods, housing affordability, aging in place, preservation of housing stock, improvements to the overall environment, and low- and moderate-density housing to the overall housing mix and health of the city;
(b) Allow for limited compatible non-residential uses;
(c) Allow for the matter-of-right development of existing lots of record;
(d) Establish minimum lot area and lot width for the subdivision and creation of new lots of record in RF zones;
(e) Allow for the limited conversion of single household dwellings and other structures for flats; and (f) Prohibit the conversion of single household dwellings and flats for apartment house as anticipated in the RA zone."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 1 INTRODUCTION TO RESIDENTIAL FLAT (RF) ZONES,101  PURPOSE AND INTENT,101.3, ,sub-sec-5.1.2.3,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7322,https://zoneomics.com/code/191/chapter_5#5.1.2.3,False,0,"101.3 The RF zones are designed to be mapped in areas identified as low-, moderate- or medium-density residential areas suitable for residential life and supporting uses."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 1 INTRODUCTION TO RESIDENTIAL FLAT (RF) ZONES,101  PURPOSE AND INTENT,101.4, ,sub-sec-5.1.2.4,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7323,https://zoneomics.com/code/191/chapter_5#5.1.2.4,False,0,"101.4 The purpose of the RF-1 zone is to provide for areas predominantly developed with residential row buildings on small lots within which no more than two
(2) principal dwelling units are permitted."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 1 INTRODUCTION TO RESIDENTIAL FLAT (RF) ZONES,101  PURPOSE AND INTENT,101.5, ,sub-sec-5.1.2.5,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-9443,https://zoneomics.com/code/191/chapter_5#5.1.2.5,False,0,"101.5 The RF-4 and RF-5 zones are typically, but not exclusively, established residential neighborhoods adjacent or proximate to higher density zones including residential, mixed-use, and downtown areas."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 1 INTRODUCTION TO RESIDENTIAL FLAT (RF) ZONES,101  PURPOSE AND INTENT,101.6, ,sub-sec-5.1.2.6,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-9444,https://zoneomics.com/code/191/chapter_5#5.1.2.6,False,0,"101.6 The RF-4 and RF-5 zones are intended to promote the continued row house character and appearance, and residential use of larger row buildings."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 1 INTRODUCTION TO RESIDENTIAL FLAT (RF) ZONES,101  PURPOSE AND INTENT,101.7, ,sub-sec-5.1.2.7,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-9445,https://zoneomics.com/code/191/chapter_5#5.1.2.7,False,0,"101.7 The purpose of the RF-4 and RF-5 zones is to provide for areas predominantly developed with residential row buildings of three
(3) or more stories within which no more than three
(3) or four
(4) principal dwelling units are permitted, respectively."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 1 INTRODUCTION TO RESIDENTIAL FLAT (RF) ZONES,102  USE PERMISSIONS,102.1, ,sub-sec-5.1.3.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7324,https://zoneomics.com/code/191/chapter_5#5.1.3.1,False,0,"102.1 Use permissions for the RF zones are as specified in Subtitle U, Chapter 3."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,200  DEVELOPMENT STANDARDS,200.1, ,sub-sec-5.2.1.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7339,https://zoneomics.com/code/191/chapter_5#5.2.1.1,False,0,200.1 The development standards of this chapter shall apply to all Residential Flat (RF) zones except as changed by a geographically modified zone.
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,200  DEVELOPMENT STANDARDS,200.2, ,sub-sec-5.2.1.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7340,https://zoneomics.com/code/191/chapter_5#5.2.1.2,False,0,"200.2 The development standards regulate the bulk of buildings and other structures and the spaces around them, including the following:
(a) Height and number of stories;
(b) Density and lot occupancy;
(c) Yards and setbacks; and (d) Environmental performance."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,200  DEVELOPMENT STANDARDS,200.3, ,sub-sec-5.2.1.3,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-9446,https://zoneomics.com/code/191/chapter_5#5.2.1.3,False,0,"200.3 A principal building on a lot in any RF zone shall be a detached building, a semi-detached building, or a row building."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,200  DEVELOPMENT STANDARDS,200.4, ,sub-sec-5.2.1.4,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-9447,https://zoneomics.com/code/191/chapter_5#5.2.1.4,False,0,"200.4 The Inclusionary Zoning (IZ) requirements and the available IZ modifications to certain development standards shall apply to all RF zones, as specified in Subtitle C, Chapter 10, Inclusionary Zoning, and in the zone-specific development standards of this subtitle."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,201  DENSITY,201.1, ,sub-sec-5.2.2.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7341,https://zoneomics.com/code/191/chapter_5#5.2.2.1,False,0,"201.1 In any of the RF-1 zones, two
(2) principal dwelling units shall be permitted per lot subject to Subtitle U, Use Permissions."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,201  DENSITY,201.2, ,sub-sec-5.2.2.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7342,https://zoneomics.com/code/191/chapter_5#5.2.2.2,False,0,"201.2 Notwithstanding Subtitle E
§ 201.1, a building or structure in any of the RF-1 zones may be used for more than two
(2) principal dwelling units pursuant to Subtitle U, Chapter 3."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,201  DENSITY,201.3, ,sub-sec-5.2.2.3,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7343,https://zoneomics.com/code/191/chapter_5#5.2.2.3,False,0,"201.3 In any of the RF-4 zones, three
(3) principal dwelling units shall be permitted per lot subject to Subtitle U, Use Permissions."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,201  DENSITY,201.4, ,sub-sec-5.2.2.4,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7344,https://zoneomics.com/code/191/chapter_5#5.2.2.4,False,0,"201.4 In any of the RF-5 zones, four
(4) principal dwelling units shall be permitted per lot subject to Subtitle U, Use Permissions."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,201  DENSITY,201.5, ,sub-sec-5.2.2.5,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7345,https://zoneomics.com/code/191/chapter_5#5.2.2.5,False,0,"201.5 No more than one
(1) principal dwelling unit may be located within an accessory building, subject to Subtitle U, Use Permissions."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,201  DENSITY,201.6, ,sub-sec-5.2.2.6,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7346,https://zoneomics.com/code/191/chapter_5#5.2.2.6,False,0,201.6 Accessory apartments shall not be permitted in any RF zones.
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,201  DENSITY,201.7, ,sub-sec-5.2.2.7,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7347,https://zoneomics.com/code/191/chapter_5#5.2.2.7,False,0,"201.7 A public recreation and community center shall not exceed a gross floor area (GFA) of forty thousand square feet (40,000 sq.
ft.) unless approved by the Board of Zoning Adjustment as a special exception pursuant to the provisions of Subtitle E
§ 212.2."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,201  DENSITY,201.8, ,sub-sec-5.2.2.8,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-9448,https://zoneomics.com/code/191/chapter_5#5.2.2.8,False,0,"201.8 The maximum permitted floor area ratio (FAR) shall be as set forth in the following table:
|  |  |  |
| --- | --- | --- |
| **TABLE E § 201.8: MAXIMUM PERMITTED FLOOR AREA RATIO** | | |
| Zones | Type of Structure | Maximum FAR |
| RF-1 | Public Recreation and Community Center | 1.8 |
| All Other Structures | Not applicable |
| RF-4  RF-5 | Public Library | 2.0 |
| All Other Structures | 1.8 |"
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,202  LOT DIMENSIONS,202.1, ,sub-sec-5.2.3.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7348,https://zoneomics.com/code/191/chapter_5#5.2.3.1,False,0,"202.1 Except as provided elsewhere in this title, the minimum required lot width and lot area for the creation of a new lot of record shall be as set forth in the following table:
|  |  |  |  |
| --- | --- | --- | --- |
| TABLE E § 202.1: MINIMUM LOT WIDTH AND LOT AREA | | | |
| Zones | Type of Structure | Minimum Lot Width (ft.) | Minimum Lot Area (sq. ft.) |
| RF | Row | 18 | 1,800 |
| Semi-detached | 30 | 3,000 |
| All Other Structures | 40 | 4,000 |"
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,202  LOT DIMENSIONS,202.2, ,sub-sec-5.2.3.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-9449,https://zoneomics.com/code/191/chapter_5#5.2.3.2,False,0,"202.2 Except as provided in Subtitle E
§ 202.3, the minimum dimensions of lots for Mandatory Inclusionary Developments in the RF zones shall be as set forth in the following table, which incorporates the IZ modifications authorized by Subtitle C
§ 1002.2: |  |  |  |  |
| --- | --- | --- | --- |
| **TABLE E § 202.2: MINIMUM LOT WIDTH AND LOT AREA FOR MANDATORY INCLUSIONARY DEVELOPMENTS** | | | |
| Zones | Type of Structure | Minimum Lot Width (ft.) | Minimum Lot Area (sq. ft.) |
| RF | All Structures | 18 | 1,500 |"
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,202  LOT DIMENSIONS,202.3, ,sub-sec-5.2.3.3,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-9450,https://zoneomics.com/code/191/chapter_5#5.2.3.3,False,0,"202.3 The minimum lot width for Mandatory Inclusionary Developments may be reduced to no less than sixteen feet (16 ft.) if granted by the Board of Zoning Adjustment as a special exception pursuant to Subtitle X, Chapter 9."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,202  LOT DIMENSIONS,202.4, ,sub-sec-5.2.3.4,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-9451,https://zoneomics.com/code/191/chapter_5#5.2.3.4,False,0,"202.4 The minimum lot width and lot area of Voluntary Inclusionary Developments may be reduced to not less than as set forth in the following table if granted by the Board of Zoning Adjustment as a special exception pursuant to Subtitle X, Chapter 9: |  |  |  |  |
| --- | --- | --- | --- |
| **TABLE E § 202.4: MINIMUM LOT WIDTH AND LOT AREA FOR VOLUNTARY INCLUSIONARY DEVELOPMENTS** | | | |
| Zones | Type of Structure | Minimum Lot Width (ft.) | Minimum Lot Area (sq. ft.) |
| RF | All Structures | 16 | 1,500 |"
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,203  HEIGHT,203.1, ,sub-sec-5.2.4.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-7349,https://zoneomics.com/code/191/chapter_5#5.2.4.1,False,0,"203.1 Except as provided elsewhere in this title, the maximum height of buildings or structures, not including a penthouse or rooftop structure, and the maximum number of stories shall be as set forth in this section."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,203  HEIGHT,203.2, ,sub-sec-5.2.4.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-9452,https://zoneomics.com/code/191/chapter_5#5.2.4.2,False,0,"203.2 The maximum permitted height of buildings or structures and number of stories, except as provided in Subtitle E
§§ 203.3 through 203.8, shall be as set forth in the following table:
|  |  |  |  |
| --- | --- | --- | --- |
| **TABLE E § 203.2: MAXIMUM HEIGHT AND NUMBER OF STORIES** | | | |
| Zones | Type of Structure | Maximum Height, Not Including Penthouse or Rooftop Structure (ft.) | Maximum Number of Stories |
| RF-1 | All Structures | 35 | 3 |
| RF-4 | All Structures | 40 | 3 |
| RF-5 | Detached  Semi-detached | 40 | 3 |
| Row | 50 | 4 |"
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,203  HEIGHT,203.3, ,sub-sec-5.2.4.3,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-9453,https://zoneomics.com/code/191/chapter_5#5.2.4.3,False,0,"203.3 In any of the RF-1 zones, new construction of three
(3) or more immediately adjoining residential row buildings, built concurrently on separate record lots, may be erected to a height not exceeding forty feet (40 ft.) and three
(3) stories."
5,SUBTITLE E RESIDENTIAL FLATS (RF) ZONES,CHAPTER 2 DEVELOPMENT STANDARDS FOR RESIDENTIAL FLAT (RF) ZONES,203  HEIGHT,203.4, ,sub-sec-5.2.4.4,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=7297#secid-9454,https://zoneomics.com/code/191/chapter_5#5.2.4.4,False,0,"203.4 In any of the RF-1 zones, a building or other structure may be erected to a height not exceeding forty feet (40 ft.), not including a penthouse or rooftop structure, if approved by the Board of Zoning Adjustment as a special exception pursuant to Subtitle X, Chapter 9, subject to Subtitle E
§ 5202."
